Title,Identifier,Creators,Supervisors,Lang,Subjects,SubjectsVDP,Date,Institute,FacultyShort,FacultyLong,InstituteShort,InstituteLong,MasterProg,LangNorm
Fra usynlig til offer? : en diskursanalyse av medias fremstilling av mannlig prostitusjon,https://hdl.handle.net/10642/1978,"Kikvik, Andreas Pedersen","Ohnstad, Anbjørg|Røysum, Anita",nb,Mannlige prostituerte|Menn|Sex|Sexarbeidere|Prostitusjon|Media|Fremstilling,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360|VDP::Samfunnsvitenskap: 200::Kvinne- og kjønnsstudier: 370|VDP::Samfunnsvitenskap: 200::Medievitenskap og journalistikk: 310,2013,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
De emosjonelle belastningene i barnevernets arbeid - Hvordan oppleves det å jobbe som saksbehandler i barnevernet?,https://hdl.handle.net/10642/2772,"Torfelt, Mariann Di Turi","Neumann, Cecilie Elisabeth Basberg",nb,Emosjonelle belastninger|Saksbehandlere|Barnevernet,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2015,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Single mothers' worries: Phenomenological approach to mothers' worries and parental support in Finland,https://hdl.handle.net/10642/9459,"Andersen, Saara","Repo, Katja",en,Single parents|Single mothers|Parenthood|Parental support|Family work,,2020,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,eng
Mestring og arbeidslivstilknytning : foreldre som har barn med utviklingsforstyrrelser,https://hdl.handle.net/10642/1940,"Kvåle, Irene Aase","Stjernø, Steinar",nb,Mestring|Foreldre|Barn|Utviklingsforstyrrelser|Arbeidslivstilknytning|Funksjonsnedsettelser,VDP::Samfunnsvitenskap: 200::Sosiologi: 220|VDP::Medisinske Fag: 700::Klinisk medisinske fag: 750::Pediatri: 760|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2013,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
"Designervesker som sosiale verktøy - Hvilken rolle spiller designervesker for unge jenters sosiale status, og hvordan brukes disse som verktøy når det kommer til sosial posisjonering?",https://hdl.handle.net/10642/7645,"Gabler, Lina Ingvaldsen",,nb,Designervesker|Sosiale verktøy|Sosiale statuser|Sosiale posisjoneringer|Kulturell kapital,VDP::Samfunnsvitenskap: 200::Sosialantropologi: 250|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2019,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
”Statsautoriserte foreldre” : En analyse av adoptivforeldres fortellinger om godkjenningsprosessen mot foreldreskap.,https://hdl.handle.net/10642/275,"Herland, Mari Dalen","Hennum, Nicole",nb,Adopsjon|Foreldre|Familie,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2009,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
"""Med en tåre i øyekroken"" : en kvalitativ studie av hvordan sosialarbeidere i asylmottak handler, forstår og utformer sin yrkesrolle i identifisering av mulige ofre for menneskehandel",https://hdl.handle.net/10642/1038,"Fredheim, Sissel","Rugkåsa, Marianne",nb,Sosialarbeidere|Asylmottak|Asylsøkere|Menneskehandel,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2011,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Vurdering av egnet bolig for innsatte som skal tildeles kommunal bolig ved løslatelse. En kvalitativ studie av hvilke kriterier tjenesteenhetene vektlegger i vurderingen av egnet bolig for innsatte som skal tildeles kommunal bolig ved løslatelse.,https://hdl.handle.net/10642/7081,"Haugene, Camilla","Kjørstad, Monica",nb,Egnete boliger|Kommunale boliger|Innsatte|Tjenesteenheter,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2018,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Å se sammenhenger : hvordan helhetsperspektivet i sosialt arbeid kommer til uttrykk og anvendelse i sosionomers arbeid med arbeidsevnevurderinger i NAV,https://hdl.handle.net/10642/921,"Nilsen, Michaela","Kjørstad, Monica",nb,Sosionomer|NAV|Arbeidsevne|Arbeid,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2011,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Med blikk mot fem integrerte (?) norske menn sine kvardagsliv : ein kvalitativ studie med utgangspunkt i menn frå Asia,https://hdl.handle.net/10642/283,"Veum, Helge","Solem, May-Britt",nn,Menn|Flyktninger|Traumer|Hverdagsliv,"VDP::Medisinske Fag: 700::Helsefag: 800::Samfunnsmedisin, sosialmedisin: 801|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360",2008,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
"Forståelse og anvendelse av begrepet ""barnets beste"" i barnevernet : en analyse av og refleksjoner over seks vedtak, for 11 barn, i saker om omsorgsovertakelse fattet i ulike fylkesnemder i 2007",https://hdl.handle.net/10642/263,"Jensen, Liv","Sandbæk, Mona",nb,Barnevern|Barn|Omsorgsovertakelse,"VDP::Medisinske Fag: 700::Helsefag: 800::Samfunnsmedisin, sosialmedisin: 801|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360",2009,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Forsøksvirksomhet i en offentlig reformprosess : i hvilken grad ble erfaringene brukt?,https://hdl.handle.net/10642/1039,"Buschmann, Eva",,nb,Offentlig forvaltning|Forsøksvirksomhet|Nav|Reformer,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2011,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Ny i Norge : en kvalitativ undersøkelse av beskyttelses- og risikoforhold i filippinske kvinners migrasjonshistorier,https://hdl.handle.net/10642/892,"Berg, Camilla Anna Kristine","Sandbæk, Mona",nb,Ekteskap|Migrasjon|Filippinske kvinner|Mestring|Risikoforhold,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2011,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
"Sosiale forskjeller i ungdoms psykiske helse. En kvantitativ undersøkelse av sosioøkonomisk status, foreldrerelasjon og psykiske helseplager",https://hdl.handle.net/10642/9456,"Kjøllmoen Moseng, Ida","Sugahara, Gustavo Toshiaki Lopes",nb,Psykisk helse|Ungdom|Foreldre|Familiestressmodellen|Sosioøkonomisk status,,2020,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Leve sammen : en studie av hverdagslivet i et sosialterapeutisk botilbud for mennesker med utviklingshemming.,https://hdl.handle.net/10642/1303,"Dannevig, Peter","Olsen, Bennedichte Rappana",nb,Utviklingshemmede|Botilbud|Antroposofi|Sosialterapi,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2012,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
"Ulike ungdomsliv? - En kvantitativ studie av psykiske helseplager blant ungdom med og uten innvandrerbakgrunn i Oslo. Masteroppgave, studieretning",https://hdl.handle.net/10642/3420,"Møyholm, Veronika","Tufte, Per Arne|Sletten, Mira Aaboen",nb,innvandrere|psykiske helseplager|ungdom|sammenhenger,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2016,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Keiserens nye klær? : en studie av samarbeidet om individuell plan for rusmiddelavhengige,https://hdl.handle.net/10642/1979,"Nygaard, Karina Aurora","Stiklestad, Sigrun Saur",nb,Individuell plan|Rusmiddelavhengige|Tverretatlig samarbeid|Sosialtjenesten|Spesialisthelsetjenesten|Tjenestetilbud,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360|VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2013,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Seksuelle overgrep mot barn i et maskulint «karriereperspektiv». Terapeuters og fagfolks refleksjoner,https://hdl.handle.net/10642/7681,"Buen, Synnøve","Haldar, Marit",nb,Seksuelle overgrep|Barn|Overgripere|Maskulinitet|Kjønn|Karriereperspektiver,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2019,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Hva har jeg gjort feil? Hvorfor tok de han fra meg? Ikke-vestlige foreldres opplevelse av omsorgsovertakelse. En studie av foreldrenes erfaring med å miste omsorgen for egne barn.,https://hdl.handle.net/10642/4253,"Daniel, Emem Israel","Sandbæk, Mona",nb,ikke-vestlige foreldre|omsorgsovertakelse|brukermedvirkning|interseksjonalitet,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360|VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2016,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Barnevernets prestisje : En tekstanalytisk studie av «barn i risiko/skadelige omsorgssituasjoner»,https://hdl.handle.net/10642/2272,"Moi, Christiane Helen","Ulvik, Oddbjørg Skjær",nb,Sosialkonstruktivisme|Diskurspsykologi|Omsorgsovertakelse|Barnevernsarbeid,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360|VDP::Samfunnsvitenskap: 200::Psykologi: 260::Andre psykologiske fag: 279,2014,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
En analyse av hvordan etterkrigstiden Norge konstruerte sannheten om kommunistene og hvilke muligheter og begrensninger denne sannheten skapte for neste generasjons selvutfoldelse og selvbilde,https://hdl.handle.net/10642/571,"Bye, Tone Kathrin","Lenz, Claudia|Haldar, Marit",nb,Kommunister|Etterkrigstiden|Einar Gerhardsen|Kråkerøyatalen|Motmaktsstrategier,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2010,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
De sårbare og ressurssterke barna - En diskursanalyse: Ulike fremstillinger av enslige mindreårige asylsøkere,https://hdl.handle.net/10642/3295,"Catic, Sabina","Engebrigtsen, Ada",nb,Enslige mindreårige asylsøkere|diskursanalyse|Laclau og Mouffes diskursanalyse,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2015,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
En erfaringskonsulents bidrag - En studie av hvordan ansatte med erfaringskompetanse kan bidra til å styrke et brukerperspektiv i rus- og psykisk helsearbeid,https://hdl.handle.net/10642/7087,"Huseby, Pia","Natland, Sidsel",nb,Erfaringskonsulenter|Erfaringskompetanse|Brukerperspektiver|Brukermedvirkning|Recoveries,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2018,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Skaff deg en plan! Statlig initiert planarbeid som lokalt arbeidsverktøy i kommunalt rusforebyggende barne- og ungdomsarbeid,https://hdl.handle.net/10642/265,"Nesvoll, Unni","Lødemel, Ivar",nb,Forebygging|Arbeid|Rusmidler|Rusmiddelpolitikk|Rusforebyggende|Planarbeid|Rusmisbruk,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2008,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
En begrepshistorisk analyse av «seksuelle overgrep mot barn»,https://hdl.handle.net/10642/7683,"Finckenhagen, Maren","Haldar, Marit",nb,Seksuelle overgrep|Barn|Lovforarbeidsanalyser|Begrepsanalyser,VDP::Samfunnsvitenskap: 200::Kriminologi: 350|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2019,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
”Man kan liksom ikke gjøre alt annerledes enn alle de andre…” : en studie av mødres opplevelser av sosiale og økonomiske utfordringer,https://hdl.handle.net/10642/1319,"Hansen, Diana","Stjernø, Steinar",nb,Sosial kapital|Mødre|Fattigdom|Skam|Økonomi|Foreldre,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2012,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Et liv på vent - En kvalitativ studie av avviste asylsøkeres livssituasjon og opplevelse av asylsystemet,https://hdl.handle.net/10642/2766,"Michelsen, Anita Hvam","Stjernø, Steinar",nb,Avviste asylsøkere|Asylpolitikk|Utlendingsdirektoratet|Byråkrati,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2015,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Tidlig gjenkjenning av selvmordsrisiko hos ungdom : En kvalitativ studie av profesjonelle hjelperes dilemmaer i arbeidet med å identifisere ungdom med selvmordsatferd,https://hdl.handle.net/10642/271,"Baastad, Nina","Larsen, Elisabeth",nb,Selvmord|Selvmordsatferd|Ungdom,"VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360|VDP::Medisinske Fag: 700::Helsefag: 800::Samfunnsmedisin, sosialmedisin: 801|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360",2008,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Barnet i teksten : En studie av språk og fortellemåter i tekster om barnevern,https://hdl.handle.net/10642/269,"Nybø, Elsa","Ulvik, Oddbjørg Skjær",nb,Barnevern|Tekstanalyse|Barnevernssaker|Kommunikasjon,,2006,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Exercise clubs to improve quality of life among substance use disorder patients,https://hdl.handle.net/10642/2252,"Muller, Ashley Elizabeth","Clausen, Thomas",en,Substance use disorder|substance use treatment|exercise|physical activity|quality of life,VDP::Medisinske Fag: 700::Idrettsmedisinske fag: 850::Treningslære: 851|VDP::Medisinske Fag: 700::Helsefag: 800::Fysioterapi: 807,2014,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,eng
’En ganske alminnelig hverdag’ : med barneverninstitusjonen som kontekst for unge ’atferdjenters’ meningsskaping og selvforståelser,https://hdl.handle.net/10642/281,"Negård, Inger Lise","Gulbrandsen, Liv Mette",nb,Ungdom|Jenter|Atferdsproblemer|Atferdsvansker|Barnevern|Barnevernsinstitusjoner|Selvforståelse,"VDP::Medisinske Fag: 700::Helsefag: 800::Samfunnsmedisin, sosialmedisin: 801|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360",2008,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Dismantling the Masters House? The Resistance(s) of the Roma and the Hakki-Pikki,https://hdl.handle.net/10642/6316,"Bopaiah, Partha","Brown, Phil",en,Stigma|Hakki-Pikki|Roma,"VDP::Medisinske Fag: 700::Helsefag: 800::Samfunnsmedisin, sosialmedisin: 801",2017,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,eng
Arbeid som berører : en studie av miljøarbeideres møter med ungdom på ungdomshjem,https://hdl.handle.net/10642/282,"Viervang, Irene","Levin, Irene",nb,Ungdom|Miljøarbeidere|Sosialarbeidere|Ungdomshjem|Relasjoner|Barnevernsinstitusjoner|Empati,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2008,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
"Elsk meg fort, og til evig tid - Om relasjon i barneverntjenesten",https://hdl.handle.net/10642/4258,"Ølmheim, Julia Anh Thu","Köhler-Olsen, Julia",nb,barneverntjenesten|holdninger|opplevelser,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2016,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Balansekunstnere. En kvalitativ studie av syv videregående skolers arbeid med rusproblematikk,https://hdl.handle.net/10642/7045,"Sharma, Shivani","Haldar, Marit",nb,Ungdom|Rusproblematikk|Rusproblemer|Forebygging,,2018,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
”Det er kjærlighet og vennskap og litt sorg og…” : en lesning av et fosterbarns fortellinger i en samtale med en barnevernsarbeider,https://hdl.handle.net/10642/911,"Andersen, Nina Helene","Ulvik, Oddbjørg Skjær",nb,Barnevern|Fosterbarn|Språkmakt|Sosial deltakelse,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2011,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Har oljen bidratt til å svekke arbeidsmoralen i Norge?,https://hdl.handle.net/10642/6525,"Halvorsen, Knut|van der Wel, Kjetil A.",,nb,Arbeidsmoraler|Arbeidsinvolveringer|Petromania|Arbeidslinjer|Norge|Sverige,,2018,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
"Utenforskap og fysisk voldsbruk En kvantitativ studie av opplevd utenforskap og fysisk voldsbruk blant unge, norske gutter med ikke-vestlig bakgrunn i Oslo",https://hdl.handle.net/10642/9455,"Myklebust, Dortea","Sugahara, Gustavo Toshiaki Lopes",nb,Ungdom|Gutter|Utenforskap|Vold|Videregående skoler|Innvandrere|Relasjoner|Foreldre|Forebygging|Tillit|Politi|Oslo,,2020,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
What issues do female activist groups in Ghana consider significant in their struggle for female empowerment?  Which social and cultural factors can enhance or inhibit change towards female empowerment on these issues?,https://hdl.handle.net/10642/1282,"Agbalekpor, Christian","Skorpen, Berit",en,Female empowerment|Sociocultural factors|Ghana|Activist groups,VDP::Samfunnsvitenskap: 200::Kvinne- og kjønnsstudier: 370|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2012,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,eng
Mellom idealer og realiteter i sosialt arbeid: En studie av profesjonen sosialt arbeid innenfor sosialpolitikk,https://hdl.handle.net/10642/9458,"Gartner, Lisa Renée","Haldar, Marit",nb,Sosialt arbeid|Sosialpolitikk|Profesjonsidentitet|Idealer|Realiteter,,2020,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Kreativitet i hverdagen - En kvalitativ studie av kreative aktiviteter i hverdagen til unge eldre,https://hdl.handle.net/10642/2765,"Veske, Maria","Olsen, Bennedichte C. R.",nb,Kreativitet|Eldre|Seniorsenter|Kunst og kultur|Forebyggende sosialt arbeid,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2015,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Klienters selvpresentasjon. En analyse av klienters selvpresentasjon før og etter møte med egen journal,https://hdl.handle.net/10642/6315,"Øyreskleiv, Nina","Haldar, Marit",nb,Selvrepresentasjon|Styringsrelasjoner,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2017,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Et nytt rom med et nytt språk : en observasjonsstudie i et publikumsmottak i Nav,https://hdl.handle.net/10642/398,"Tangen, Janne Kristin","Haldar, Marit",nb,NAV|Publikumsmottak|Samhandling,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2010,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Når to blir én - Hvordan påvirkes hverdagsvirksomheten til mødre som følge av en fengselsdom?,https://hdl.handle.net/11250/2786853,"Lund, Frida","Johansen, Nicolay B",nb,Pårørende|Fenglser|Innsatte|Fanger,,2021,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Alene med ansvaret : hvilke faktorer påvirker nyutdannede sosialarbeidere til å slutte i førstelinjetjenesten i barnevernet?,https://hdl.handle.net/10642/288,"Engedal, Tommy","Rønnestad, Helge|Stjernø, Steinar",nb,Sosialarbeidere|Barnevern|Førstelinjetjeneste|Nyutdannede|Nyansatte|Arbeidsliv|Sosionomer|Barnevernspedagoger,"VDP::Medisinske Fag: 700::Helsefag: 800::Samfunnsmedisin, sosialmedisin: 801|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360",2008,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
"Svake sosiale relasjoner og problematferd. En studie av sammenhenger mellom problematferd, sosiale relasjoner og kjønn",https://hdl.handle.net/10642/7680,"Almasi, Beata","Harsløf, Ivan",nb,Sosiale relasjoner|Ungdommer|Ungdata|Problematferd|Kjønn|Barnevern,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2019,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
«Det er litt opp til hver enkelt» : praktikeres faglige utvikling og vedlikehold i praksisfeltet,https://hdl.handle.net/10642/1333,"Egeland, Olav Gran","Stjernø, Steinar",nb,Faglig utvikling|Sosialarbeidere|NAV,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2012,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Ingen vil være offer : en studie av hvordan voldsutsatte kvinner posisjoneres i lys av offerbegrepet,https://hdl.handle.net/10642/397,"Larssen, Renate","Haldar, Marit|Engebretsen, Eivind",nb,Vold|Offer|Kvinnemishandling,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2010,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Danningsbegrepet i norske læreplaner - En historisk analyse av danningsbegrepet i læreplanene fra 1974 til 2006,https://hdl.handle.net/10642/3398,"Hauglie, Thea Christine","Stjernø, Steinar",nb,samspill|begrepsendringer|politiske endringer|Rainhart koselleck|danning|Mønsterplan 1974|Mønsterplan av 1987|Læreplan av 1997|Kunnskapsløftet 2006,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360|VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2016,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Ungdoms fritid : et kvantitativt studie av ungdoms egne begrunnelser for sin deltakelse på åpne møteplasser,https://hdl.handle.net/10642/1974,"Schwartz, Mari Lindelien","Ingelsrud, Mari Holm",nb,Møteplasser|Ungdommer|Ungdomsklubber|Deltakelse|Sosialkonstruksjonisme|Fritid,VDP::Samfunnsvitenskap: 200::Sosiologi: 220|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360|VDP::Samfunnsvitenskap: 200::Sosialantropologi: 250,2013,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Omsorgens Grenseland - En studie om miljøterapeutisk arbeid med ungdom som har begått overgrep.,https://hdl.handle.net/10642/2768,"Norum, Heidi Leona","Neumann, Cecilie Elisabeth Basberg",nb,Ungdom|Seksuelle overgrep|Miljøterapeutisk arbeid|Omsorgspraksiser|Tabu|Stigmatiseringsprosesser,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2015,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Urinprøver eller relasjon – kanskje begge deler? : en studie av ansattes opplevelser av urinprøvetaking i rusbehandling,https://hdl.handle.net/10642/1317,"Pedersen, Rebekka Marøy","Seltzer, Michael",nb,Urinprøver|Rusbehandling|Relasjoner|Rusmiddelavhengige|Institusjoner,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2012,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Kontekstuelt moderskap - en studie om utforming av moderskap blant kvinner med etnisk minoritetsbakgrunn,https://hdl.handle.net/10642/284,"Grøtteland, Elisabeth","Gulbrandsen, Liv Mette",nb,Minoritetskvinner|Moderskap|Barnevern|Hverdagsliv,"VDP::Medisinske Fag: 700::Helsefag: 800::Samfunnsmedisin, sosialmedisin: 801|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360",2009,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Er barnevernets oppfølging av fosterforeldre personavhengig? Om korleis fosterforeldre opplever oppfølginga frå barnevernet,https://hdl.handle.net/10642/7021,"Weiberg-Aurdal, Erika","Borchgrevink Johansen, Nicolay",nn,Oppfølging|fosterforeldre|Barnevern,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2018,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
Ulik vektlegging av fremtiden : en studie av barnevernlederes forhold til media,https://hdl.handle.net/10642/1359,"Urdal, Trine Cecilie","Levin, Irene",nb,Barnevernledere|Medier|Barnevern,VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2012,SAM - Master i Sosialt arbeid,SAM,Fakultet for samfunnsvitenskap,SF,Institutt for sosialfag,Master i Sosialt arbeid,nor
